Sample	indicators1	indicators2	indicators3	indicators4	indicators5
64500	1	1	1	0	1
64510	1	1	1	1	1
64520	1	1	1	1	1
64530	1	0	0	0	0
64540	1	0	0	0	1
64550	0	0	0	0	0
64560	1	0	1	1	1
64570	0	0	1	1	1
64580	0	1	1	0	0
64590	0	1	0	0	0
64600	1	1	0	0	0
64610	0	1	0	0	1
64620	0	0	0	0	0
64630	1	0	1	1	0
64640	0	0	0	0	0
64650	0	1	0	0	1
64660	0	1	0	0	0
64670	1	1	1	0	1
64680	0	1	1	1	0
64690	0	0	0	0	0
64700	1	1	1	0	1
64710	0	0	1	0	0
64720	0	1	0	0	0
64730	0	1	0	0	0
64740	1	1	1	1	1
64750	0	1	1	1	1
64760	0	0	1	1	0
64770	0	1	0	0	0
64780	1	0	0	0	0
64790	1	1	1	0	1
64800	1	1	1	1	1
64810	1	1	1	1	1
64820	0	1	0	0	0
64830	0	1	1	1	1
64840	0	0	0	0	0
64850	0	0	0	0	0
64860	0	1	0	1	0
64870	1	1	0	0	0
64880	1	1	0	1	1
64890	1	0	1	1	1
64900	1	0	0	0	0
64910	1	0	0	0	0
64920	1	0	0	0	0
64930	0	0	1	0	1
64940	1	1	1	0	1
64950	1	1	1	1	1
64960	1	1	1	1	1
64970	1	1	1	1	1
64980	1	1	1	0	1
64990	0	0	0	1	1
65000	0	0	0	0	1
65010	0	1	1	1	0
65020	0	0	0	0	1
65030	1	1	0	1	1
65040	0	1	1	0	1
65050	0	0	0	0	0
65060	0	0	0	0	0
65070	0	1	1	0	0
65080	0	0	0	0	0
65090	1	1	1	1	0
65100	1	1	1	0	1
65110	0	1	1	1	1
65120	0	0	1	1	0
65130	1	0	0	1	1
65140	1	1	1	1	1
65150	0	1	1	1	1
65160	1	1	1	1	1
65170	0	0	1	1	0
65180	0	0	0	0	0
65190	0	1	0	0	0
65200	1	0	0	1	1
65210	0	0	0	0	0
65220	0	0	0	0	0
65230	0	0	1	1	0
65240	0	0	1	0	1
65250	0	1	1	1	0
65260	1	1	1	0	1
65270	1	1	1	1	1
65280	1	1	1	1	1
65290	1	1	0	1	1
65300	0	0	1	0	0
65310	1	1	1	1	1
65320	1	0	1	0	1
65330	1	0	1	1	0
65340	0	0	1	0	0
65350	0	0	0	0	0
65360	1	0	0	0	0
65370	0	0	0	0	1
65380	0	0	0	0	0
65390	0	0	0	0	1
65400	0	1	1	1	0
65410	1	1	0	1	1
65420	1	1	1	1	1
65430	1	1	1	1	1
65440	1	1	1	1	1
65450	1	0	1	1	1
65460	0	1	1	1	1
65470	1	1	1	1	1
65480	1	0	1	0	1
65490	0	0	0	0	0
65500	0	1	0	0	0
65510	0	1	0	1	0
65520	0	0	1	1	1
65530	0	1	1	0	0
65540	0	0	0	0	0
65550	0	0	0	0	0
65560	0	0	0	0	0
65570	0	0	0	0	1
65580	1	0	0	1	1
65590	0	0	0	0	0
65600	0	0	0	0	0
65610	0	1	0	1	1
65620	0	1	1	1	1
65630	1	1	1	1	1
65640	1	1	1	1	1
65650	0	0	0	0	1
65660	0	0	0	0	0
65670	1	1	0	1	1
65680	1	1	0	1	1
65690	0	0	0	1	0
65700	0	0	0	0	0
65710	1	1	0	0	1
65720	1	0	0	1	0
65730	0	0	0	1	1
65740	0	0	0	0	0
65750	1	1	1	1	0
65760	0	0	1	1	1
65770	0	0	0	1	1
65780	0	0	0	0	0
65790	1	1	1	0	1
65800	0	1	1	1	0
65810	0	0	0	1	0
65820	1	0	1	0	0
65830	1	1	1	1	1
65840	1	1	0	0	0
65850	1	1	1	1	1
65860	0	0	1	1	1
65870	1	1	1	1	1
65880	1	1	1	1	1
65890	1	1	1	1	1
65900	1	1	0	1	1
65910	0	0	0	0	0
65920	0	0	1	1	0
65930	1	0	0	1	1
65940	0	1	0	0	0
65950	0	1	0	0	0
65960	0	0	0	0	0
65970	0	0	0	0	0
65980	0	0	1	1	1
65990	1	1	1	1	1
66000	1	1	1	1	1
66010	0	0	1	1	1
66020	1	1	1	1	0
66030	1	1	1	1	1
66040	1	1	0	1	1
66050	1	0	0	0	0
66060	0	0	0	0	0
66070	1	1	1	1	1
66080	1	0	0	0	0
66090	0	1	0	0	0
66100	1	1	1	1	0
66110	1	0	0	1	0
66120	1	1	1	1	1
66130	1	1	1	1	1
66140	1	1	0	0	1
66150	0	0	1	0	0
66160	0	0	0	0	0
66170	0	0	0	0	0
66180	0	0	1	0	0
66190	1	0	0	1	1
66200	0	0	1	0	0
66210	1	1	0	1	1
66220	1	1	1	1	1
66230	0	0	0	0	0
66240	0	0	0	0	0
66250	1	0	1	0	1
66260	0	0	0	0	0
66270	1	0	1	0	0
66280	0	0	0	0	0
66290	0	0	0	0	0
66300	0	0	0	0	0
66310	1	0	1	1	0
66320	1	1	1	1	1
66330	1	1	0	1	1
66340	0	0	1	0	0
66350	0	1	0	1	0
66360	1	1	0	0	1
66370	0	0	0	0	0
66380	0	0	0	0	0
66390	0	0	0	0	0
66400	1	0	0	0	0
66410	1	0	1	1	1
66420	1	1	1	1	1
66430	1	1	0	0	1
66440	1	1	1	1	1
66450	1	1	1	1	1
66460	0	0	0	0	0
66470	1	1	1	1	1
66480	1	1	1	1	1
66490	1	1	1	1	1
66500	0	0	0	1	1
66510	0	0	0	0	0
66520	0	0	0	0	1
66530	0	1	0	0	0
66540	0	0	0	0	1
66550	1	1	0	1	1
66560	1	1	1	1	1
66570	1	1	1	1	1
66580	0	0	0	0	0
66590	1	0	1	0	0
66600	0	0	1	0	0
66610	1	1	0	1	0
66620	0	1	0	0	0
66630	1	0	0	0	1
66640	1	0	0	0	1
66650	1	1	1	0	0
66660	1	1	1	1	1
66670	0	1	0	1	0
66680	0	0	1	0	0
66690	1	1	1	1	1
66700	1	1	1	1	1
66710	1	0	0	1	1
66720	1	0	1	0	0
66730	0	0	0	1	0
66740	0	1	0	0	0
66750	1	1	0	1	0
66760	1	1	0	1	1
66770	0	0	0	0	0
66780	0	0	0	0	0
66790	0	0	0	0	0
66800	0	0	0	0	0
66810	0	0	0	0	0
66820	0	1	0	0	1
66830	1	0	1	1	1
66840	0	0	0	0	0
66850	1	0	1	0	0
66860	0	1	0	0	1
66870	0	0	0	0	0
66880	1	0	1	0	1
66890	0	0	1	1	0
66900	1	1	0	1	1
66910	1	1	1	1	1
66920	1	1	1	1	0
66930	0	1	1	1	1
66940	1	1	1	0	1
66950	1	1	1	1	1
66960	0	0	1	1	1
66970	1	0	1	0	1
66980	0	0	0	0	1
66990	1	1	1	1	0
67000	0	1	1	0	1
67010	0	1	1	1	1
67020	0	0	0	0	0
67030	0	0	0	0	0
67040	0	0	0	0	0
67050	0	0	1	0	1
67060	0	0	0	0	0
67070	0	0	1	0	1
67080	0	0	1	0	1
67090	1	0	0	1	1
67100	1	1	1	1	1
67110	1	1	1	1	1
67120	1	1	1	1	0
67130	0	0	0	1	1
67140	0	1	0	1	1
67150	0	0	1	0	0
67160	1	0	0	0	0
67170	1	1	1	1	0
67180	1	0	0	1	1
67190	0	1	0	0	1
67200	0	0	0	0	0
67210	1	1	1	0	0
67220	0	0	0	0	1
67230	0	1	1	1	0
67240	1	1	1	0	0
67250	1	0	0	0	0
67260	0	0	0	1	0
67270	0	1	1	0	1
67280	1	1	1	1	0
67290	1	0	0	0	0
67300	1	1	1	0	0
67310	1	0	0	1	1
67320	0	1	1	1	1
67330	1	1	1	1	1
67340	0	1	1	0	0
67350	0	0	1	0	1
67360	0	1	0	1	0
67370	1	1	1	0	1
67380	0	1	1	0	0
67390	1	0	1	0	0
67400	0	0	1	0	1
67410	0	0	1	0	0
67420	0	0	0	1	1
67430	1	0	1	1	1
67440	1	1	1	1	1
67450	1	1	1	0	1
67460	1	1	1	1	1
67470	0	1	0	0	1
67480	1	1	0	1	1
67490	1	1	1	1	1
67500	0	1	0	0	1
67510	0	1	0	0	0
67520	0	1	0	0	0
67530	0	0	0	0	0
67540	1	1	1	1	0
67550	0	0	0	0	0
67560	0	0	1	0	0
67570	1	1	1	1	1
67580	1	1	1	1	1
67590	1	0	1	1	0
67600	0	0	0	0	1
67610	1	1	1	1	1
67620	1	1	1	1	1
67630	1	1	1	1	0
67640	0	0	1	0	0
67650	1	0	0	0	0
67660	0	0	0	0	0
67670	0	0	0	0	0
67680	0	1	1	0	1
67690	0	0	1	0	0
67700	1	1	0	0	0
67710	1	1	0	0	0
67720	1	0	1	0	0
67730	0	0	0	1	1
67740	1	0	0	1	0
67750	1	0	1	1	0
67760	0	1	1	0	0
67770	0	0	0	0	0
67780	1	1	1	1	1
67790	1	1	0	1	1
67800	1	1	1	0	0
67810	1	0	1	1	0
67820	0	1	1	0	1
67830	1	0	1	1	0
67840	1	1	1	0	1
67850	0	1	1	0	0
67860	0	0	0	0	0
67870	0	0	0	0	0
67880	0	0	0	0	0
67890	1	1	1	1	0
67900	0	1	1	0	1
67910	1	1	1	1	1
67920	1	1	1	1	1
67930	1	0	1	0	1
67940	0	1	0	0	0
67950	0	1	1	0	1
67960	0	1	0	1	0
67970	1	0	1	0	1
67980	1	0	1	1	1
67990	0	0	1	0	1
68000	0	0	1	0	0
68010	1	1	1	1	1
68020	1	0	0	0	0
68030	1	0	0	0	0
68040	1	1	1	1	1
68050	1	1	1	1	1
68060	1	1	1	0	1
68070	1	0	1	1	1
68080	0	1	1	1	1
68090	0	1	1	0	0
68100	0	1	1	1	1
68110	1	0	0	1	0
68120	0	1	1	1	1
68130	1	0	1	0	0
68140	1	1	1	1	1
68150	1	0	1	1	1
68160	1	1	1	1	1
68170	0	1	1	1	1
68180	1	1	1	1	1
68190	1	1	1	0	1
68200	1	1	1	0	1
68210	1	1	1	0	1
68220	1	1	1	1	1
68230	1	0	1	1	1
68240	1	0	1	1	1
68250	1	0	1	1	1
68260	1	0	1	1	1
68270	1	1	1	1	1
68280	1	1	1	1	1
68290	1	0	1	0	1
68300	1	1	0	0	1
68310	0	1	0	0	1
68320	1	1	1	1	1
68330	1	1	1	1	1
68340	1	1	1	1	1
68350	1	1	0	1	0
68360	0	0	1	0	0
68370	1	1	0	0	0
68380	1	1	1	1	1
68390	0	0	1	0	1
68400	0	0	1	1	0
68410	0	0	1	0	1
68420	1	1	1	1	1
68430	0	0	1	1	0
68440	0	0	1	0	0
68450	0	0	0	1	1
68460	1	1	1	1	1
68470	1	1	1	0	1
68480	1	1	1	1	1
68490	1	1	1	1	1
68500	1	0	0	1	0
68510	0	0	0	0	0
68520	0	0	0	0	0
68530	0	0	0	0	0
68540	1	1	0	0	1
68550	1	0	1	0	1
68560	1	1	1	1	0
68570	0	0	1	0	1
68580	1	1	1	0	0
68590	0	1	1	1	1
68600	0	0	0	1	0
68610	0	0	1	1	0
68620	1	1	1	1	1
68630	1	1	1	1	1
68640	0	0	0	1	0
68650	1	1	1	0	0
68660	0	1	0	0	1
68670	0	0	1	0	0
68680	0	0	0	0	0
68690	0	0	0	1	1
68700	1	0	1	0	0
68710	0	0	0	0	0
68720	1	0	1	1	1
68730	1	1	0	1	0
68740	1	1	1	1	1
68750	0	1	0	0	0
68760	0	0	1	0	0
68770	1	1	1	1	1
68780	1	1	1	0	0
68790	1	1	1	1	1
68800	1	1	1	1	1
68810	1	0	0	1	0
68820	0	0	0	0	0
68830	0	1	1	0	0
68840	0	0	0	0	0
68850	0	0	0	0	0
68860	0	0	0	0	0
68870	0	0	0	0	0
68880	1	0	1	0	0
68890	0	1	1	1	1
68900	1	1	1	1	1
68910	0	0	1	1	1
68920	0	0	1	0	1
68930	0	1	0	0	0
68940	1	0	0	1	1
68950	0	1	1	1	1
68960	0	0	0	0	0
68970	1	0	0	0	0
68980	0	0	0	0	0
68990	1	1	1	1	0
69000	1	1	0	0	1
69010	0	0	0	0	1
69020	0	0	1	0	0
69030	0	0	0	0	0
69040	1	1	0	1	1
69050	1	1	1	1	1
69060	1	1	1	1	1
69070	1	1	1	1	1
69080	0	1	1	0	1
69090	1	1	0	1	1
69100	0	1	0	1	0
69110	0	0	0	0	0
69120	0	1	0	0	0
69130	1	0	1	1	1
69140	0	0	0	0	0
69150	0	0	0	0	0
69160	0	0	0	0	0
69170	0	1	0	0	0
69180	0	0	1	0	0
69190	0	0	0	0	0
69200	0	1	0	1	1
69210	1	1	1	1	1
69220	1	1	1	1	1
69230	1	1	1	1	1
69240	1	1	1	1	1
69250	0	0	0	0	0
69260	1	0	0	1	0
69270	1	0	0	0	1
69280	1	1	1	1	1
69290	0	1	0	0	0
69300	1	0	1	0	1
69310	0	0	0	0	0
69320	0	1	1	1	1
69330	1	0	1	1	0
69340	1	0	0	1	1
69350	1	1	1	0	1
69360	0	0	0	0	0
69370	1	0	1	1	0
69380	1	1	1	0	1
69390	0	0	0	0	0
69400	0	1	0	0	0
69410	0	1	0	1	0
69420	1	0	1	0	0
69430	1	0	0	1	1
69440	1	1	0	0	0
69450	1	0	0	0	1
69460	1	0	1	0	0
69470	1	0	1	0	1
69480	1	0	1	1	1
69490	0	0	0	1	0
69500	0	0	1	0	0
69510	1	1	1	1	0
69520	0	0	0	0	0
69530	1	0	1	1	1
69540	1	0	0	1	0
69550	1	0	1	1	1
69560	1	1	0	0	1
69570	0	1	1	1	1
69580	0	1	0	1	1
69590	1	1	1	0	1
69600	0	0	0	0	0
69610	0	0	0	1	0
69620	0	0	0	1	1
69630	1	0	0	1	0
69640	0	1	0	1	1
69650	0	1	1	0	0
69660	0	1	0	1	0
69670	1	1	1	1	1
69680	1	1	1	1	1
69690	0	1	0	0	0
69700	1	1	1	1	1
69710	1	0	0	1	1
69720	0	0	0	0	0
69730	1	1	1	1	1
69740	0	0	1	1	1
69750	1	1	0	0	0
69760	1	1	1	1	1
69770	0	0	1	1	1
69780	0	1	1	0	1
69790	0	1	0	1	1
69800	1	0	1	0	1
69810	1	1	1	1	1
69820	0	0	0	1	0
69830	1	1	0	0	1
69840	0	0	0	0	0
69850	1	0	0	1	1
69860	1	1	1	1	1
69870	0	1	0	0	0
69880	1	1	0	1	1
69890	1	1	1	1	1
69900	1	0	1	1	0
69910	1	1	0	0	0
69920	0	0	0	0	1
69930	1	0	0	0	0
69940	0	0	1	1	1
69950	0	0	0	0	0
69960	0	0	0	0	0
69970	1	0	0	0	0
69980	0	0	0	0	0
69990	0	0	0	1	1
70000	1	1	1	0	0
70010	0	0	1	1	0
70020	0	0	1	0	1
70030	0	0	1	0	1
70040	1	1	1	1	0
70050	0	1	0	0	0
70060	0	1	1	0	0
70070	1	0	0	0	0
70080	0	0	0	0	0
70090	0	0	0	0	0
70100	0	0	0	1	0
70110	0	0	0	0	0
70120	0	0	0	1	0
70130	1	1	1	0	0
70140	0	1	1	0	1
70150	1	1	1	1	1
70160	0	0	1	0	0
70170	1	1	1	1	1
70180	1	1	1	1	1
70190	1	0	0	1	0
70200	0	0	1	0	0
70210	1	1	1	1	1
70220	1	1	1	0	0
70230	1	1	1	1	0
70240	1	1	1	1	1
70250	1	0	1	1	1
70260	0	0	1	1	1
70270	0	0	1	1	0
70280	1	1	1	1	1
70290	1	1	1	1	1
70300	0	0	1	0	1
70310	1	1	1	1	0
70320	1	1	1	1	1
70330	0	1	1	1	0
70340	0	0	1	1	1
70350	1	0	0	1	1
70360	1	0	0	0	0
70370	0	0	0	1	0
70380	0	0	0	0	0
70390	1	1	1	1	1
70400	1	1	1	0	1
70410	1	0	0	0	1
70420	1	1	1	1	1
70430	0	1	1	1	1
70440	0	0	1	0	0
70450	1	1	1	0	0
70460	1	0	1	0	0
70470	0	0	0	1	1
70480	0	1	0	0	0
70490	1	0	1	1	0
70500	0	1	0	1	1
70510	0	1	0	0	0
70520	1	1	1	1	0
70530	1	1	1	1	0
70540	1	1	0	1	1
70550	1	0	0	0	1
70560	1	1	1	1	1
70570	1	1	1	1	1
70580	1	0	1	0	0
70590	0	0	0	0	0
70600	0	0	0	0	1
70610	1	1	0	1	1
70620	1	1	0	0	0
70630	1	0	1	0	1
70640	1	0	0	1	0
70650	0	1	1	1	0
70660	0	0	0	0	0
70670	0	0	0	0	0
70680	0	0	0	0	0
70690	1	0	0	0	1
70700	1	0	1	1	1
70710	1	1	1	1	1
70720	1	1	1	0	1
70730	0	0	0	1	1
70740	1	1	1	1	0
70750	1	1	1	1	1
70760	1	1	1	1	1
70770	0	1	0	0	0
70780	0	1	1	0	0
70790	0	1	1	0	0
70800	1	1	1	1	1
70810	1	1	1	1	1
70820	0	0	0	1	1
70830	1	0	0	1	1
70840	1	1	1	1	1
70850	1	0	1	1	0
70860	0	0	1	0	0
70870	1	1	0	1	1
70880	0	0	1	0	1
70890	1	1	0	0	0
70900	1	1	1	1	1
70910	0	0	0	0	1
70920	1	0	0	0	0
70930	1	1	1	1	0
70940	1	0	0	1	1
70950	1	1	0	0	1
70960	0	0	0	0	0
70970	0	0	1	1	1
70980	1	1	1	0	0
70990	0	0	0	0	1
71000	0	0	0	0	0
71010	0	0	1	0	0
71020	1	1	1	1	1
71030	1	1	1	1	1
71040	1	0	0	0	1
71050	1	1	0	1	0
71060	0	0	0	1	0
71070	0	0	0	0	0
71080	1	0	0	0	1
71090	0	1	1	1	1
71100	1	1	1	1	1
71110	0	1	1	1	1
71120	1	0	1	1	1
71130	0	0	0	0	1
71140	1	0	0	0	0
71150	0	0	0	0	0
71160	0	0	0	0	0
71170	1	1	0	0	0
71180	1	0	0	1	1
71190	0	0	1	0	0
71200	1	1	0	1	1
71210	1	1	1	0	1
71220	0	1	1	1	1
71230	1	1	1	1	1
71240	0	1	1	1	1
71250	1	1	1	1	1
71260	0	0	0	0	0
71270	0	0	0	0	0
71280	1	0	1	0	0
71290	1	1	1	1	1
71300	1	1	1	0	1
71310	1	1	1	1	1
71320	1	1	1	0	0
71330	1	0	0	1	1
71340	0	1	0	1	1
71350	0	0	1	1	0
71360	0	0	0	0	0
71370	0	1	0	0	1
71380	1	0	0	0	0
71390	0	1	0	0	0
71400	0	1	0	0	1
71410	1	1	0	1	0
71420	0	1	0	0	1
71430	0	0	0	0	0
71440	0	1	1	1	1
71450	1	1	1	1	1
71460	0	1	1	1	0
71470	0	0	1	0	1
71480	0	1	1	1	1
71490	0	1	1	1	1
71500	1	0	1	0	0
71510	1	1	0	0	1
71520	0	1	0	1	0
71530	1	1	1	1	1
71540	0	1	1	1	1
71550	0	0	0	0	0
71560	0	0	0	0	0
71570	0	0	1	0	0
71580	0	0	0	0	0
71590	0	0	0	0	0
71600	1	0	0	1	1
71610	1	1	1	1	0
71620	1	1	1	1	1
71630	0	1	0	1	0
71640	1	0	1	1	1
71650	1	0	1	1	1
71660	1	0	0	0	0
71670	0	0	0	0	0
71680	0	0	0	0	0
71690	1	1	1	0	1
71700	1	1	1	1	1
71710	1	1	1	1	1
71720	0	1	1	1	1
71730	1	0	1	0	0
71740	1	0	1	1	1
71750	0	0	0	0	0
71760	0	1	0	0	0
71770	1	0	1	0	1
71780	0	1	1	1	1
71790	1	0	0	0	0
71800	0	1	0	0	1
71810	0	1	0	1	1
71820	1	0	0	0	0
71830	1	1	0	1	1
71840	1	1	1	1	1
71850	1	0	0	1	1
71860	0	1	1	1	1
71870	1	1	1	1	1
71880	1	1	1	1	1
71890	1	1	1	1	0
71900	1	1	1	1	1
71910	0	0	1	0	0
71920	1	1	0	0	0
71930	1	0	0	0	0
71940	1	0	0	0	0
71950	1	0	1	1	1
71960	1	0	0	1	0
71970	0	1	1	1	0
71980	1	1	1	1	1
71990	1	0	1	0	0
72000	0	1	1	1	1
72010	1	1	1	1	0
72020	1	1	0	0	0
72030	0	0	0	0	0
72040	0	0	0	0	0
72050	0	0	0	0	0
72060	0	0	0	1	1
72070	0	0	1	0	0
72080	0	0	0	1	0
72090	1	1	1	1	1
72100	0	1	1	1	1
72110	0	0	0	0	0
72120	0	0	0	0	0
72130	1	1	0	1	1
72140	0	0	1	0	1
72150	0	1	0	0	0
72160	1	1	0	1	1
72170	1	1	1	0	1
72180	1	1	1	1	1
72190	0	1	0	1	1
72200	1	1	1	1	1
72210	1	1	1	1	1
72220	1	1	0	1	1
72230	1	1	1	0	0
72240	0	0	0	0	0
72250	1	1	1	1	0
72260	1	1	1	1	1
72270	1	1	1	1	1
72280	0	1	0	0	0
72290	1	1	1	0	1
72300	0	0	1	1	0
72310	0	0	0	0	0
72320	1	1	1	0	1
72330	0	1	0	1	0
72340	0	0	1	0	1
72350	0	1	1	0	0
72360	1	1	1	0	1
72370	1	1	1	1	1
72380	0	0	0	1	1
72390	1	1	1	1	1
72400	1	1	1	1	1
72410	1	1	1	1	1
72420	1	1	1	1	0
72430	1	1	1	1	1
72440	1	0	1	1	0
72450	0	0	1	0	0
72460	0	0	0	0	0
72470	0	0	0	0	1
72480	1	0	1	1	0
72490	1	1	0	1	1
72500	1	1	1	1	1
72510	0	1	1	1	1
72520	0	0	1	1	0
72530	0	0	0	0	0
72540	1	1	1	1	0
72550	1	0	1	1	1
72560	1	1	0	1	0
72570	0	1	1	0	1
72580	1	1	1	1	0
72590	1	1	1	1	1
72600	1	0	0	0	0
72610	0	0	0	0	0
72620	1	0	1	1	1
72630	1	1	1	0	1
72640	1	1	1	1	0
72650	0	0	0	0	1
72660	0	1	1	1	0
72670	1	1	1	1	1
72680	1	1	1	1	0
72690	0	0	0	1	1
72700	1	1	1	1	1
72710	1	1	1	1	0
72720	1	1	1	1	1
72730	1	0	1	1	0
72740	0	1	0	0	0
72750	1	0	0	0	0
72760	0	0	0	0	0
72770	1	0	0	0	0
72780	1	1	1	0	0
72790	0	1	0	1	1
72800	1	1	1	0	1
72810	0	0	0	0	0
72820	1	0	0	0	0
72830	0	1	0	0	0
72840	0	0	0	1	0
72850	1	0	0	1	0
72860	1	0	0	0	1
72870	0	0	0	0	0
72880	0	0	0	1	0
72890	1	1	0	1	1
72900	0	0	1	1	1
72910	1	1	1	1	1
72920	1	1	0	1	1
72930	1	1	1	1	1
72940	1	1	1	1	0
72950	1	0	1	0	1
72960	0	0	0	0	0
72970	1	0	0	0	1
72980	0	0	0	0	0
72990	0	0	0	0	0
73000	1	0	0	0	0
73010	1	1	0	1	1
73020	0	1	0	0	0
73030	0	1	0	1	1
73040	0	0	0	0	0
73050	0	0	0	0	0
73060	0	0	0	0	0
73070	0	1	1	1	0
73080	0	0	0	0	0
73090	1	0	0	0	0
73100	0	0	0	0	1
73110	1	1	1	1	1
73120	1	1	1	1	1
73130	1	0	0	0	0
73140	0	0	0	0	0
73150	1	1	1	1	1
73160	1	1	1	1	1
73170	1	1	1	1	1
73180	1	1	1	1	1
73190	0	1	0	0	0
73200	0	0	0	0	0
73210	1	0	1	1	0
73220	0	0	0	0	0
73230	1	1	1	0	1
73240	1	1	1	1	1
73250	1	0	0	0	1
73260	0	0	0	0	0
73270	0	1	0	0	1
73280	0	0	0	0	0
73290	0	0	0	0	0
73300	1	1	0	1	0
73310	1	0	0	1	1
73320	0	0	0	0	1
73330	1	0	0	1	0
73340	1	0	0	0	0
73350	0	0	0	1	1
73360	0	1	0	0	0
73370	0	1	0	0	0
73380	0	1	0	0	0
73390	0	1	1	1	0
73400	0	0	0	1	1
73410	1	0	1	0	1
73420	1	0	1	0	1
73430	1	1	1	0	1
73440	0	0	1	0	0
73450	0	1	0	0	0
73460	0	1	0	0	0
73470	0	0	0	0	0
73480	0	0	0	0	0
73490	1	0	1	1	0
73500	1	1	0	1	0
73510	1	1	1	1	1
73520	1	1	1	1	0
73530	1	1	1	1	0
73540	1	0	1	0	0
73550	1	0	0	0	0
73560	1	1	0	0	0
73570	1	1	0	0	1
73580	1	0	1	0	0
73590	0	0	1	1	1
73600	1	1	1	1	1
73610	1	1	1	1	1
73620	1	1	1	1	1
73630	1	1	1	1	1
73640	1	1	1	1	1
73650	1	1	1	1	1
73660	1	0	0	0	0
73670	1	1	1	1	1
73680	1	1	1	1	1
73690	0	1	1	0	1
73700	1	1	1	1	1
73710	0	0	0	1	0
73720	0	0	0	0	0
73730	1	1	1	1	1
73740	1	1	1	1	1
73750	1	1	1	1	1
73760	0	1	0	1	1
73770	1	1	1	1	1
73780	1	1	1	1	1
73790	1	0	1	1	1
73800	0	0	0	0	0
73810	1	0	0	0	0
73820	0	1	0	0	0
73830	0	0	0	1	0
73840	0	0	0	0	1
73850	1	0	0	0	0
73860	0	0	0	1	0
73870	0	0	0	0	0
73880	1	0	0	1	1
73890	0	1	1	1	0
73900	0	0	0	0	0
73910	1	0	1	0	0
73920	0	0	0	0	0
73930	0	0	0	0	0
73940	0	0	0	0	0
73950	0	1	1	1	1
73960	0	0	0	1	1
73970	1	1	0	1	0
73980	1	1	1	0	0
73990	0	0	0	0	0
74000	1	0	1	0	0
74010	1	1	1	0	0
74020	1	1	1	0	1
74030	1	0	0	1	1
74040	0	0	0	0	0
74050	0	0	1	1	0
74060	1	1	1	0	1
74070	1	1	0	1	1
74080	1	1	0	1	1
74090	1	0	0	1	1
74100	1	1	1	1	1
74110	1	1	1	1	1
74120	1	1	1	1	0
74130	1	0	1	0	0
74140	1	1	1	1	1
74150	0	0	1	1	1
74160	1	0	1	0	1
74170	0	0	0	0	1
74180	1	0	0	0	0
74190	0	0	0	0	0
74200	1	0	0	0	0
74210	0	0	0	0	0
74220	1	0	1	0	0
74230	0	0	0	1	0
74240	0	1	0	0	0
74250	0	0	0	0	1
74260	0	0	0	0	0
74270	0	0	0	0	0
74280	0	0	0	0	0
74290	1	0	0	0	1
74300	1	1	1	1	1
74310	0	1	1	0	1
74320	1	1	0	1	1
74330	1	1	0	1	1
74340	1	0	1	1	1
74350	0	0	1	0	0
74360	0	0	0	0	0
74370	1	0	1	0	1
74380	0	0	0	0	0
74390	0	0	1	0	0
74400	1	1	0	0	0
74410	0	1	1	1	1
74420	1	1	1	1	1
74430	0	1	1	1	0
74440	1	1	1	0	1
74450	0	0	0	1	0
74460	0	0	0	0	0
74470	1	0	0	1	1
74480	0	0	0	0	0
74490	0	1	0	1	0
74500	0	0	0	0	0
74510	0	0	0	0	0
74520	0	0	1	1	1
74530	0	0	1	1	1
74540	0	0	1	0	0
74550	1	1	1	1	1
74560	1	1	1	1	1
74570	1	1	1	1	1
74580	0	1	0	0	0
74590	0	0	0	1	0
74600	0	0	0	1	1
74610	0	0	0	0	0
74620	0	1	1	1	1
74630	1	1	1	1	1
74640	0	0	0	0	0
74650	0	0	0	0	0
74660	1	1	1	0	0
74670	0	0	0	0	0
74680	0	1	0	1	0
74690	0	0	0	0	1
74700	1	0	0	1	1
74710	1	1	1	1	1
74720	0	0	0	0	0
74730	0	0	0	0	1
74740	0	0	0	1	1
74750	0	0	0	0	0
74760	1	1	0	0	1
74770	0	0	0	0	0
74780	0	0	0	0	1
74790	0	0	0	0	0
74800	0	0	0	0	0
74810	1	1	1	1	1
74820	1	1	0	0	0
74830	1	1	1	1	1
74840	0	1	0	1	1
74850	1	1	1	1	1
74860	0	1	1	1	1
74870	0	1	0	0	0
74880	0	0	1	1	1
74890	1	1	1	1	1
74900	0	0	1	1	1
74910	1	0	1	1	1
74920	0	0	0	0	1
74930	1	0	0	1	1
74940	1	1	1	0	1
74950	1	1	1	1	1
74960	1	1	1	1	1
74970	1	1	0	1	1
74980	0	1	0	1	0
74990	1	1	1	1	0
75000	1	1	0	1	1
75010	0	1	1	0	0
75020	0	0	0	0	0
75030	0	1	0	0	1
75040	1	0	1	0	0
75050	0	0	0	1	0
75060	0	0	0	0	1
75070	0	0	0	0	0
75080	0	0	0	0	0
75090	1	0	0	1	0
75100	0	0	1	0	0
75110	0	1	1	0	0
75120	0	1	0	1	0
75130	0	0	0	0	0
75140	0	0	0	0	0
75150	0	0	1	0	0
75160	0	0	0	1	0
75170	1	1	1	1	0
75180	0	0	0	0	0
75190	1	1	1	0	0
75200	1	1	1	1	1
75210	1	1	1	0	1
75220	1	1	1	0	0
75230	1	1	1	1	0
